player,team_code,pts_per_game,ast_per_game,trb_per_game,team_name,games_played,team_ppg,opponent_ppg,pace,offensive_rating,defensive_rating,net_rating,win_percentage,strength_of_schedule
Jacob Toppin,ATL,17.0,2.0,4.0,Atlanta,82.0,118.2,119.3,102.6,114.6,115.7,-1.1,0.488,-0.27
Cam Christie,LAC,1.4,0.5,0.9,LA Clippers,82.0,112.9,108.2,97.4,115.1,110.3,4.8,0.61,0.03
Chris Livingston,MIL,1.4,0.2,1.7,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Trey Alexander,DEN,1.3,0.5,0.5,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Spencer Jones,DEN,1.3,0.3,0.9,Denver,82.0,120.8,116.9,99.8,119.9,116.1,3.8,0.61,0.04
Skal Labissière,SAC,1.3,0.3,0.8,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Jalen Bridges,PHO,1.1,0.0,0.5,Phoenix,82.0,113.6,116.6,97.1,116.2,119.3,-3.1,0.439,0.32
Yuri Collins,GSW,1.0,2.0,1.5,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Daniss Jenkins,DET,1.0,0.4,0.3,Detroit,82.0,115.5,113.6,99.8,115.0,113.1,1.9,0.537,-0.35
Braxton Key,GSW,1.0,0.0,0.7,Golden State,82.0,113.8,110.5,98.7,115.0,111.7,3.3,0.585,-0.04
Bryce McGowens,POR,1.0,0.2,0.2,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Xavier Tillman Sr.,BOS,1.0,0.2,1.3,Boston,82.0,116.3,107.2,95.7,120.6,111.2,9.4,0.744,-1.07
Luke Travers,CLE,1.0,0.7,1.7,Cleveland,82.0,121.9,112.4,99.8,121.8,112.2,9.6,0.78,-1.49
Isaiah Crawford,SAC,0.9,0.1,0.5,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Justin Minaya,POR,0.9,0.4,0.5,Portland,82.0,110.9,113.9,98.8,111.7,114.7,-3.0,0.439,1.22
Anton Watson,NYK,0.9,0.2,0.3,New York,82.0,115.8,111.7,96.7,118.5,114.3,4.2,0.622,-1.05
D.J. Carton,TOR,0.8,0.8,1.0,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
PJ Dozier,MIN,0.8,0.6,0.6,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Joe Ingles,MIN,0.8,1.2,0.6,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Harrison Ingram,SAS,0.8,0.6,1.8,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Ulrich Chomche,TOR,0.7,0.3,1.1,Toronto,82.0,110.9,115.2,99.7,110.5,114.8,-4.3,0.366,-0.1
James Johnson,IND,0.7,0.3,0.5,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Liam Robbins,MIL,0.7,0.2,0.9,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Stanley Umude,MIL,0.7,0.2,0.8,Milwaukee,82.0,115.5,113.0,99.3,115.9,113.5,2.4,0.585,-0.25
Cui Yongxi,BRK,0.6,0.0,0.4,Brooklyn,82.0,105.1,112.2,96.4,108.5,115.8,-7.3,0.317,0.35
Tristen Newton,IND,0.6,0.2,0.0,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Tristen Newton,MIN,0.0,0.3,1.3,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Malevy Leons,OKC,0.3,0.2,0.5,Oklahoma City,82.0,120.5,107.6,100.0,120.4,107.5,12.9,0.829,-0.52
Daishen Nix,MIN,0.3,1.0,1.3,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Terence Davis,SAC,0.0,1.0,1.0,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
Jesse Edwards,MIN,0.0,0.5,0.0,Minnesota,82.0,114.3,109.3,97.3,116.6,111.5,5.1,0.598,-0.17
Mac McClung,ORL,0.0,1.5,0.5,Orlando,82.0,105.4,105.5,96.1,109.4,109.5,-0.1,0.5,-0.53
Jalen McDaniels,WAS,0.0,0.3,0.0,Washington,82.0,108.0,120.4,100.9,106.8,119.1,-12.3,0.22,1.57
Riley Minix,SAS,0.0,0.0,2.0,San Antonio,82.0,113.9,116.7,99.3,114.5,117.2,-2.7,0.415,-0.16
Jahlil Okafor,IND,0.0,1.0,1.0,Indiana,82.0,117.4,115.1,99.9,116.5,114.3,2.2,0.61,-0.42
Zyon Pullin,MEM,0.0,0.0,0.0,Memphis,82.0,121.7,116.9,103.1,117.9,113.2,4.7,0.585,-0.24
Isaiah Stevens,MIA,0.0,0.0,0.7,Miami,82.0,110.6,110.0,96.2,113.5,112.9,0.6,0.451,-0.84
Terry Taylor,SAC,0.0,0.7,0.3,Sacramento,82.0,115.7,115.3,98.1,116.8,116.3,0.5,0.488,-0.18
